sentence	sentence_id	locale	reason
ایمان ماجراجو همکنون وارد می شود	703469e81a03de2d3e564eee386157195ce3f6fcc0aa8df5330da2db1c85ad9b	fa	grammar-or-spelling
به هرحال کسایی که تو این وبلاگ هستن و داستان ها رو میخونن قطعا عشق و تجربه کردن	623102c08645291998b79b4e8a9b60c76499384e523ba72d015d7a0548fc9e49	fa	grammar-or-spelling
در تصویر زیر در چپ، استنس لاولفچنکو، در وسط لاتیس لاویتمن و در راست، یوری بزمینوف را مشاهده می‌کنید	8ed88a4aa144257cb1c44c474babad9ea6ebefa0cff6ac5213a022083c2eddc4	fa	difficult-pronounce
 بله، ما می‌گویم، من شروط برنامه‌ها را مطالعه کرده‌ام	91b4e50c460c0296be7ec77316834f5c6e0f85e650927e0cfbec2f9eb595797b	fa	grammar-or-spelling
دوست داشتی باشه ایمان	a5bf7acd27b3af80224422a7746e94145a67d36e1c99fb9f41361c813521c516	fa	grammar-or-spelling
مدت با خواهر محسن هم تلفنی اشنا شده بودم و اونم از رابطه و علاقه ما خبر داشت	9c19e83bf05f81acd4b39a5f535f158598321f7f53654d82c6743c2dd3e6d3dd	fa	grammar-or-spelling
نمی‌توانی از از یک گنگستر قدیمی پول بگیری و پس ندهی	8fef164e60a7fccc0902eb31de5dcb7d25a160afc6e22f4003f583801628d89e	fa	grammar-or-spelling
اکنون شهروندان جهان دارند پی برده‌اند که با خطرهای فزاینده زیست‌محیطی روبرو هستیم	7f7ac902974bfd4e2cba4ace6a2751e6b5c4876d5f9395e03846381eccd9bc0e	fa	grammar-or-spelling
 بیش از زمان فیلم ماراتن یکی از فیلم‌های هری پاتر است و بعلاوه فیلم پدرخوانده	782bcadb2dbfc7d0dbbba97a52f48893ff179ee24c2f9aa7738d760cec09e545	fa	grammar-or-spelling
عالی شد. از این به بعد منو جزعی از خانواده خودتون بدونید خنده وحشتناکی می کند	ce7e224c1fed00a1f1e485dbe71c54edc35cbce2322617ed792db9520b0fc242	fa	grammar-or-spelling
من با چند نفر دیگر نشستیم را با هم بوجود آوردیم	cf4a329b19bce9f422cbef7b852d131ed5e87b92e051ba7978ff4fbf2df90098	fa	Meaningless
اره اره ما اونو داشتیم	ca7f433db631d4d590ca7dbe74f7063fffc91c55a0a1de209f45b1d64569cd40	fa	grammar-or-spelling
شاید خیلیاتونم شکستشو تجربه کردین واومدین اینجا که یه جورایی اروم بشین  	ed3376d78e82391de039476dc753704864787b134e2e1d45511fb3dd44db3fdb	fa	grammar-or-spelling
یه مادرشوهردارم: همیشه ازم تعریف میکنه پیش دیگران و کلی هم ذوق میکنه	e1b13f2bc39887bdf696bfc0f84c61886561f4301ba5b430a2e515b368016a89	fa	grammar-or-spelling
چرا فکرمیکنیم خدا تمام بنده های خوب و چشم پاک رو تو این کشورا گذاشته؟	c89b2083edfdd903fbc303084aba00b87e6a27bbde61e578880caec8599b9956	fa	grammar-or-spelling
هیس . گوش کنید. آره . آره می شنوم.	dc1a096be6a0efb738d2bc2583ce9dfc8617b59bac22ea7071451f7424b95f7a	fa	grammar-or-spelling
امروز رفتیم و کارت بانکیش رو بهمون داد تامشکلمون روحل کنیم بدون اینکه هیچ چک یا نوشته ای ازمون بگیره	e1c6f06a0d09e7a07a6d329bead772a86f51fe613705435aa31452e644e78d84	fa	grammar-or-spelling
من با چند نفر دیگر نشستیم را با هم بوجود آوردیم	cf4a329b19bce9f422cbef7b852d131ed5e87b92e051ba7978ff4fbf2df90098	fa	grammar-or-spelling
سرمایه‌گذاران آگاه بجای سلب مشارکت و صحبت صرف درباره مشارکت	d5b78abfa865144b250c7a61754f1907f801c1b343ba8ed7a755c0a181e92f0f	fa	grammar-or-spelling
یک مقاله چاپ‌شده در شوری ادعا می‌کند ویروسی که باعث ایدز می‌شود	c9bfaf2d15128fcdf84d6323e7cd95562377837425d301c6300efe28e3aa67d7	fa	grammar-or-spelling
یک مقاله چاپ‌شده در شوری ادعا می‌کند ویروسی که باعث ایدز می‌شود	c9bfaf2d15128fcdf84d6323e7cd95562377837425d301c6300efe28e3aa67d7	fa	grammar-or-spelling
ابا کلید پورشتُ بده	d8dd29f995aff5e8b1c920974e02a12828fd1b5eac19a46683a9a66300a51031	fa	grammar-or-spelling
من زیر ایوونتون قایم شدم چون دوستون دارمی	0110e754e45bae7b026a9136aa730df6e0ac9bd8d0ce6f0d08915bb7cec5009d	fa	grammar-or-spelling
 نام شما چیست؟ فین میرستاد: اوه، فین	f07d619151b8a41d710fa251ca84a2a67322554525da9c2d9a7aed95a57e3935	fa	grammar-or-spelling
مگه نیومدن خواستگاری؟ براشون قلمه گاو بار گذاشتین تا بختمون وا بشه.	ffd5c098043e079504e5842d74bfd16f4e7065bef49a1f65ac039c8cedd3f456	fa	grammar-or-spelling
‏طرف پیچ اینستاگرامش ٢٤ هزار فالوعر داره بعد زده پرایویت!	f39e47f75e673988b5bba5a8fcb2cfc36fc19e4ef87a5262d08bed031f1b4f83	fa	grammar-or-spelling
مشکی در اعمال فشار ندارند	07c5ed144aad0f2633a2d28d49592b5b709b1ea42c3a0766c75d2ec5007655fe	fa	grammar-or-spelling
چند بار باید بهت گفتم؟	ed0a6798f411e5a4b0f49520e6db6d3de78839e10914aa98c4396fdf16047b91	fa	grammar-or-spelling
من از یکی از همکاران خواستم بیرون با گوشی هوشمند خود بایستد، و او متصل شود، و برای اینکه این را کمی ترسناک‌تر کنیم … (خنده) اجازه بدهید ببینیم بچه‌ها چه چیزهایی را  می‌توانند در امنیت اتاق‌شان از کایلا بشنوند	fb97789a6edec795c49f0da8a4fc9d4ee93684ac2ae6f4ed96ffe5e354aac095	fa	It takes more than I can record a voice.
بعد بری روزن‌استین را داریم	e5d08bbec634bc02dfb84f38bc3ee2d33b6cb0150e969088900dc2c6f40007c9	fa	grammar-or-spelling
من از یکی از همکاران خواستم بیرون با گوشی هوشمند خود بایستد، و او متصل شود، و برای اینکه این را کمی ترسناک‌تر کنیم … (خنده) اجازه بدهید ببینیم بچه‌ها چه چیزهایی را  می‌توانند در امنیت اتاق‌شان از کایلا بشنوند	fb97789a6edec795c49f0da8a4fc9d4ee93684ac2ae6f4ed96ffe5e354aac095	fa	It is too long
ون‌گارد و بلک‌راک -- با هم تریلیونی هستند	ec045159fe50a27e97a02a3393b41ec6f3e586bd73d4d373a0431c38a695f7ba	fa	different-language
!از طرف سعیده. حشره عشق	d9e0d870990e54436211884bd4608f8ebc29f7558a99e0347a5cc2f06979c80d	fa	offensive-language
با این برنامه& گروهی به دست می‌آید	f71b9407bafb1455d21959e8f0b0580d6e56ea178129dd1ca7d1a9b9e791a776	fa	grammar-or-spelling
 پاسخی هم ندارد و همه‌اش حس طردشدگی می‌کند	1392dcc59b4cc6f3287ef29dc6f68042933f4b6893a9218255ad6ffc6625341d	fa	grammar-or-spelling
فکر کردی اجازه میدیم خونه و مستراحی که با وجب به وجبش خاطره داریم رو از ما بگیری؟	41d4a26149ef8fb331c74ea7e127c342a8f63450d3bd22aacb38a49eb379c072	fa	grammar-or-spelling
پاسخ میدم:هر انچه از من بر می امد!	20742ad8488e5f257e31cdc7dd9049d5a436a974ab8822353f8a8c4591885f3a	fa	grammar-or-spelling
شاید در جهان خانه-اشتراکی آنقدر اهمیت نداشته باشد	48bedc7ceee305cbc6150f3a9affb5755ba7320ab41573387f68fded62f2159b	fa	grammar-or-spelling
باید لباس زیر بپوشی  ؟	18ee42c3ab736621d9c74fe0cd4136f13e687124d25db4f3076fc77035be4f53	fa	offensive-language
.من انتخابهام رو کردم	4eef12b6d0929ed23f583c6debf14da77f658f405d147042845eea2394e48fed	fa	grammar-or-spelling
.بوقلمونت آمادست" هست"	496f539d58e2faad472b2a050bf7433805d720bd9d45c5e76571f27d98299145	fa	grammar-or-spelling
زیرا علف‌ها و ساقه‌های خیزران اطراف همه شکسته و خورد شده بود 	4b60dbd5d1d57ecec8f4362682b2ef068ce34ee5ea82c7278b560c37244113cd	fa	grammar-or-spelling
برو ده. ازاده می رود حاال انقدر بگین که رووش بازشه.	551148a66075c65c946cbd36f4b184e6eca591e74cf65a00133fb96f3398f1fb	fa	grammar-or-spelling
رفتیم باز هم ایشونا خونه رو رویت کردن و به اظهارنظرپرداختن	432f8d8b6219ee5c782c2e20934566bb60c0ad1058e18ed8f1f9c88aaa12e165	fa	grammar-or-spelling
چاپگر، با قدرت زوم تا چعر برابر	59424922005eca5b5130393fa6585e1e5d149b0d2d9e2af0a35830745a5efe51	fa	grammar-or-spelling
من با چند نفر دیگر نشستیم را با هم بوجود آوردیم	cf4a329b19bce9f422cbef7b852d131ed5e87b92e051ba7978ff4fbf2df90098	fa	grammar-or-spelling
.جغرافیای حماقت کافیه	56c754a7b2f0c097d06baa3657322243eabac8ab5f5deb0d0268a0aa8c0070c0	fa	grammar-or-spelling
و می‌گویم جنگ را برد، بجایی این که پولش را در یک نوبت بگیرد ۲۰ برابر مبلغ اولیه را پس گرفت	397be1f0dcce00a92266c5c075ed34b47e4c673fc1d4c603a523814a2248debb	fa	grammar-or-spelling
اینم طرز فکر یه دانشجوی تحصیل کردست مثلا	4fe9b09043ab3bc01210a339f41deff2c61c00c40659cfd2550a57ea042d291c	fa	grammar-or-spelling
خوب اینجا چیکار میکنن؟	58b36f438cab2e45e1a793b6b82f31e39ca2df7bbb8922064117c5a6d671a3fa	fa	grammar-or-spelling
همان مقاله‌ای که در 1983 در هند چاپ‌شده بود	5b96b4b36723350d6a4169a5741dcbf8bc76cd6cd1237287ef5559fab9224e57	fa	grammar-or-spelling
عجب لحظه شیریننی بود	3f67debb031fc7dd8c7dd0a1e06eb525696290f569eba2dfe724369221517131	fa	grammar-or-spelling
 خوب این امر منجر به چه شد؟ کایلا در کشور آلمان ممنوع شد	5dcc293c6139c4d9b39470a2af9771ce23de6c24025b207ae1396ec064f987e1	fa	grammar-or-spelling
 حس اشتباه خطرناک از امنیت	5b47eee801dbedc0f14cd236b0f2482700546b3da47dbbae235b1c8eface9ab4	fa	grammar-or-spelling
و البته چالش‌ها بقوت خود باقی است	4ff903199b0d0c1ed958026bdad01801e4b1ef155c50ccb48b19f1006d4d01c4	fa	grammar-or-spelling
کفشهای دوستدار محیطزیست می‌خرم	4d05c4aad66eaac71e99ac33a66db3efe872fff932c973f56de92d9f8c3fec3b	fa	grammar-or-spelling
‏وضعیتم جوریه که یک قدم با سرچ کردن کوس ایرانی در گوگل فاصله دارم	37e29a8b0401f7736f5284f9bb698b8a3f5a9addde6d0784de763f1c4b753a2b	fa	offensive-language
همه از ترس توی شکم هم می لولند و به سرعت جاروخاک انداز برایش می آورند	4a8f79408b1a9b300a18fcf952fbf5822fc8a79c07ea09dfd330bae20f296059	fa	grammar-or-spelling
خوب، آدم خوش سلیقه ای هستی	57b24e71102bb9786346be8af3fd42e17fe64c4d23b6ba76e686f06847a30c2e	fa	grammar-or-spelling
خب اینو تمام مادرای دنیا میکنن،اماهمیشه میگه هیچ مادری مثل من نیست	4e93f41b8702845990baa020e17cf55b793368ff86d5c4b243d24a6f5aa0b1a6	fa	grammar-or-spelling
شما اشاره کن هم مون دست بالا می کنیم برا تون مگه مردیم.	5743df586d94117e47a9ef26e9f326236fa18ffec4733bbeb2ac972dc4180de2	fa	grammar-or-spelling
چرا مافکرمیکنیم هر کاری آمریکایی ها و اروپایی ها انجام میدن درسته؟	52edc7e577336f9d8a634df5e665e14ef4dc49dba7860a4f9c806ebf606a6499	fa	grammar-or-spelling
یه مادرشوهردارم: همیشه ازم تعریف میکنه پیش دیگران و کلی هم ذوق میکنه	e1b13f2bc39887bdf696bfc0f84c61886561f4301ba5b430a2e515b368016a89	fa	grammar-or-spelling
تو این ایام حسابی درس خوندم که جام جهانیو با خیال راحت بیینم	582fdc52559c89d8bd37be2646c512314631464613635ad4ca82c18fec3198e2	fa	grammar-or-spelling
من یه سب زمینی گنده خوردم	5ede4739a563e4d486434a3a0030f8170aee858452c9ded4f20a78913381caf3	fa	grammar-or-spelling
امروزکه زنگ زدم تابهش بگم بالاخره صاحبخونه شدیم،	3df269a35c5f25b357a180677598a1319ebdbc3bcf10a68dbd755d26265eeff6	fa	grammar-or-spelling
‏وقتی میری مهمونی و گوشیت شارژ نداره و پریزشون جای نا متعارفیه	01c24bcc22fdef54b20bd2ccf07b5da31b40fb564856c953943972d952b158b3	fa	grammar-or-spelling
خوب ، اسم آهنگ بعدیم	4e2a1eb98d6aa428901c8c0e2f810f99b792e1e872573ba9a378f43220320b00	fa	grammar-or-spelling
.البته خوب لیموناد نه	5105b7b8b4602c8bd1fe4864af3bf837810a69e15a087aa14dd272233a6b8cf1	fa	grammar-or-spelling
‏وضعیتم جوریه که یک قدم با سرچ کردن کوس ایرانی در گوگل فاصله دارم	37e29a8b0401f7736f5284f9bb698b8a3f5a9addde6d0784de763f1c4b753a2b	fa	offensive-language
ازاده جون چه خبر؟.	5a3d8f09ca2d661488b36fd62338e5224a687c97f7352f63f0ddf6cb7f8e929f	fa	grammar-or-spelling
و البته چالش‌ها بقوت خود باقی است	4ff903199b0d0c1ed958026bdad01801e4b1ef155c50ccb48b19f1006d4d01c4	fa	grammar-or-spelling
راه کاری سراغ دارین بشه حلش کرد؟	67638e4ed88cf19a65ecbbf8ce000295a81a2c2e7d675388d07da5131733d140	fa	grammar-or-spelling
این اخالقات بده ها. اگه بخاد خودش تعارف می کنه. فکر کنم خوشش نیومد.	62a33f7b31ea42db03902721630a27a38179bb1bcc7fdfc24cd25d90f8edfddf	fa	grammar-or-spelling
(خده) «هی، متوجه شدم که به پاهام نگاه می‌کنی	64b897b2cf7fb4110b57d2a6b4c1bb2fa8bcfea21f1a585f9618eb377bedc01e	fa	grammar-or-spelling
یه خورده روابط کم میشه	5805c153306827605dd33dc59becf56db43826a7eed1207ba93cdf1ac0c46abe	fa	grammar-or-spelling
میخام امشب اخراجت کنم-	4b4e0f94934b10057b90d15752e3de062db7f75ab48c3a2d931d43f8fc9ee3db	fa	grammar-or-spelling
این اخالقات بده ها. اگه بخاد خودش تعارف می کنه. فکر کنم خوشش نیومد.	62a33f7b31ea42db03902721630a27a38179bb1bcc7fdfc24cd25d90f8edfddf	fa	grammar-or-spelling
و البته چالش‌ها بقوت خود باقی است	4ff903199b0d0c1ed958026bdad01801e4b1ef155c50ccb48b19f1006d4d01c4	fa	grammar-or-spelling
حرف‌هایی که تو قوطی هیچ عطاری پیدا نمی‌شه اینه که امریکااینقدر پیشرفت کرده 	6954bf4d68401dfb71ff3a8f651526031dca257379e9dfc031b866aeb818fdfa	fa	grammar-or-spelling
نیلوفر:من برای دوتا چیز گریه میکنم،یکیش بچه ها و اون یکی حیوانات	569bce417add734add305f188aaf7800bf71a1371ca14bac3a0b93ec5a968662	fa	grammar-or-spelling
کلیم اتیش بازی میکردن و یه عالمه ابشاری میزدن	123d3840f5f3f46df091e9f43538161d89bff204efab1ed1cef56e60b3fb12a4	fa	difficult-pronounce
به این آگهی نگاه كنید: این قیمت فروش كرولا در آمریكاس، ١٨،٦٠٠$ برای آمریكاییها پول زیادی نیست، چرا؟	62f32d5eac63e96fc5e3d90e161576045e84ffcaac36ec578da343b10fbdafca	fa	It's too long.
تمام خاطراتم که تو این چندتا پاییز گدشته داشتم تو ذهنم خطور کرد	616e9530c9414fa50e3e9e700adb0972fcf638b480cc2cfef51fd7f7ed760c08	fa	grammar-or-spelling
من می خوام باشگاه مو ببرم اونجا	84d65f1a9ff88adef643cc14bfe64ab462e384496052098e2ad2195e2d75a516	fa	grammar-or-spelling
من از یکی از همکاران خواستم بیرون با گوشی هوشمند خود بایستد، و او متصل شود، و برای اینکه این را کمی ترسناک‌تر کنیم … (خنده) اجازه بدهید ببینیم بچه‌ها چه چیزهایی را  می‌توانند در امنیت اتاق‌شان از کایلا بشنوند	fb97789a6edec795c49f0da8a4fc9d4ee93684ac2ae6f4ed96ffe5e354aac095	fa	Long Text witch won't let me record it because the record gets too long
تو هم اون گرما رو درای	51f05d27bd5bdc08414d3850e8748b94aa87ace5428cf8ff53ff6a8ee2805485	fa	grammar-or-spelling
چوب چوگان من ور دیدی؟	79317ef13ae65d4d9375881967e92005de54c4b819bbac54cae6332bc28c240c	fa	grammar-or-spelling
برای خودمون نیگه داریم	778bee429e09d9b962ca1f9662a28e9995d235254a4d78a0747a5f19980e4c62	fa	grammar-or-spelling
من اهمیت نمی‌دهم اگر شما در جهان B-به-B باشید، جهان B-به-C یا جهان C-به-C یا جهان A-به-Z باشید.	8cb521da12554d41da21edd10c82340665913120d7096641a4144ebe28098c5a	fa	It's too long.
اغلب کشورهای متمدن و ممالک توسعه یافته و توسعه نیافته و حتا عقب مانده را نیز از نزدیک دیده بودند 	85d39b96399a0e0266ee17b857c6124311cae70026c13c76c9d9c570e87a4f8d	fa	It's too long
در تصویر زیر در چپ، استنس لاولفچنکو، در وسط لاتیس لاویتمن و در راست، یوری بزمینوف را مشاهده می‌کنید	8ed88a4aa144257cb1c44c474babad9ea6ebefa0cff6ac5213a022083c2eddc4	fa	difficult-pronounce
تم هم مجبوری قبول کنی	75771e25df38392b9c7f3568e3ad478b9453296ba9f4a96091fed1049261d9c3	fa	grammar-or-spelling
گزارش‌های این کارگروه به دست وزیر خارجه رسید و او این گزارش‌های را به میخائیل گورباچوف داد	92faf14c81cad09d13c132cf7c622606840327b70a200d2ddbcb17673dc70e9a	fa	grammar-or-spelling
همین جا پیش خودم ارزوی من اینه نوهام توی همین حیاط بازی کنن.	8baa18ed77cfcf5d5cb14401203d4486a8ca9c88670dcef91ffca226441702b4	fa	grammar-or-spelling
موهاتونم مبارکه. رنگ کردین به سالمتی.	9669f71d09a9e9a640ee904ef8ca70a37d67c918fc7d6a96b107ae7a52dac9ce	fa	grammar-or-spelling
آخه توجهازچیدن مادرشوهرم کلافمون کرده بود حسابی	98370b5fe7bc65683054569baf7aa9091ade20137dc64a6bc7cf78419b9ef7fa	fa	grammar-or-spelling
من یه دربازه بانم خوبه	92adeb119e47dc25e59ae8700eb46bda6da502b550f154f057b3d47fa0553410	fa	grammar-or-spelling
پسری که الان 45 سال داره اما بابزرگتر شدن سنش معرفتش زیاد نشده	798ee9ed2913f97f125f2a0a44b656dec1a988723c92b408b8c519a40d949dc2	fa	grammar-or-spelling
 بی‌ادبی کارکنان و عملکردشان را کم اثر می‌کند	9ef19e5c7c383e6481bd90de4785694c59a7ae855f868e6f095ccc022d06fe34	fa	grammar-or-spelling
دلم واسه زهرا تنگ شدم	af9b5fa11b78f48328e51bf311c9b25f33721907c235daa99adb6966e5f68d71	fa	grammar-or-spelling
شو و بیا نییورک باشه ؟	a55730d019be3b38bf7809b2de6375454b987b47fb81abd6933f87245a018eed	fa	grammar-or-spelling
پیر مردی که می خواد خونه شو ببره به ابشار بهشت	d45b89eb1f28fa8cf2c823278a839b43cb9fbe9e4164f25479b8f6a00d66f3bc	fa	grammar-or-spelling
نه عزیزم بشینین الان خودم همه چیزو اماده می کنم کمک خواستم صداتون می کنم.	a3f967f3c8205448b775491576d2356b3867cde77a5d80c79cb33a9ff14e5346	fa	grammar-or-spelling
اتفاق دیگری که نشانه‌ای از پیشرفت والیبال بانوان می‌دهد،لژیونر شدن سه ملی پوش ایرانی است  	d9e4c5e4150333f6e47c4d80bb3fdc54ee447b08be96d6aaf8d3c32f44ebe93b	fa	grammar-or-spelling
من غذا چینی سفارش دادم	d6d23f4d2983866bf6d745e273f5c51e091a38ced92d2f4c3c1b58f7351e81e3	fa	grammar-or-spelling
زیبا جون بی جا نمی گیم، باید راه بی افته دیگه.	d7d8e4de5b0d449e22f2bce4b20e43647ea56166e3774526bc84b84e9f55cdeb	fa	grammar-or-spelling
مدل‌سازی، تعامل و گفتگوها ما را  قادر می سازد پنج تحولی را تعیین کنیم	c17da9aebc699753ced590035e69d4c7b58165ff9f23c0cc393e670275816b13	fa	grammar-or-spelling
کدوم رو انتخاب میکری؟	cf6099dc5f947b3000ba287e88ffdc4be994a017f49cbf379822fd102f17cafa	fa	grammar-or-spelling
خطاب به موش می بینی چه زندگی برامون درست کردی؟	cd22c4c407c0af24e3351762d6e2bd0588b66308d8a6ae6d4f9b54f71f5080c1	fa	grammar-or-spelling
به شما اطمینان دهم که این اولین بار است که انجام می‌شود	e07d9d24f5e018258e4fe7a1a8d6f2e9ff0959828f9c3e8428fd92b83c91c373	fa	grammar-or-spelling
و زنگ خطر را برای آینده‌شان به صدا می‌آورند	dfc0268089e685dfe8b03e5901d5634d98cd3bbfb4e5dcfc7c4f84c0169b84b8	fa	grammar-or-spelling
